duration,lr_star,se_log_lr_star,min_loss,curvature,n,within_grid
5.0,0.010546810532798502,0.005874968996330907,6.847947460849801,0.26623795927243,6,True
45.0,0.014866619748010191,0.054480471797065416,5.683880216554077,0.07922928479913442,6,True
80.0,0.012462037033562098,0.04301939914083247,5.181796154590223,0.07303303980798255,6,True
